開催＃,抽選日,#1,#2,#3,#4,#5,#6
147,2003/8/7,16,18,20,29,30,38
146,2003/7/31,7,17,27,36,37,39
145,2003/7/24,1,4,10,21,23,38
144,2003/7/17,1,16,19,33,38,41
143,2003/7/10,17,21,22,27,33,41
142,2003/7/3,2,16,22,27,29,39
141,2003/6/26,8,9,14,24,32,39
140,2003/6/19,17,19,29,37,39,40
139,2003/6/12,10,21,22,28,37,41
138,2003/6/5,7,9,10,16,23,29
137,2003/5/29,10,13,20,22,25,42
136,2003/5/22,3,13,26,31,32,39
135,2003/5/15,7,13,30,33,35,36
134,2003/5/8,2,6,11,14,18,19
133,2003/5/1,17,24,26,35,40,41
132,2003/4/24,3,18,23,31,32,37
131,2003/4/17,6,30,33,34,40,43
130,2003/4/10,22,30,31,34,38,39
129,2003/4/3,6,18,25,26,30,42
128,2003/3/27,6,10,18,20,29,39
127,2003/3/20,14,16,21,26,37,40
126,2003/3/13,5,6,9,10,21,38
125,2003/3/6,11,15,19,30,36,41
124,2003/2/27,4,17,23,30,39,40
123,2003/2/20,14,21,26,28,29,31
122,2003/2/13,19,20,21,25,33,42
121,2003/2/6,3,8,10,22,28,41
120,2003/1/30,15,18,22,25,36,40
119,2003/1/23,3,4,11,12,15,30
118,2003/1/16,9,13,21,30,32,37
117,2003/1/9,5,7,19,20,38,43
116,2002/12/26,8,10,15,16,26,31
115,2002/12/19,8,9,11,27,37,39
114,2002/12/12,7,13,14,29,38,42
113,2002/12/5,3,17,27,29,30,42
112,2002/11/28,16,18,23,25,29,30
111,2002/11/21,11,15,21,31,32,43
110,2002/11/14,5,6,8,19,37,41
109,2002/11/7,2,5,12,18,30,41
108,2002/10/31,9,22,23,25,34,37
107,2002/10/24,4,5,11,12,28,32
106,2002/10/17,8,11,21,22,25,27
105,2002/10/10,1,9,14,22,25,34
104,2002/10/3,1,11,17,26,28,35
103,2002/9/26,1,16,17,27,29,34
102,2002/9/19,4,5,18,27,35,36
101,2002/9/12,21,27,29,30,36,40
100,2002/9/5,6,8,11,14,31,33
99,2002/8/29,5,9,12,28,29,39
98,2002/8/22,7,16,34,37,38,39
97,2002/8/15,4,10,17,34,35,42
96,2002/8/8,1,13,15,34,36,43
95,2002/8/1,2,3,12,15,25,27
94,2002/7/25,11,16,17,18,29,40
93,2002/7/18,10,23,33,36,37,41
92,2002/7/11,5,17,20,24,28,40
91,2002/7/4,13,15,17,26,41,43
90,2002/6/27,13,15,17,18,30,32
89,2002/6/20,3,13,23,30,35,43
88,2002/6/13,5,6,8,20,21,26
87,2002/6/6,3,8,12,36,39,41
86,2002/5/30,3,7,16,24,29,36
85,2002/5/23,5,13,18,22,23,32
84,2002/5/16,17,19,26,28,35,37
83,2002/5/9,1,16,21,28,35,37
82,2002/5/2,10,12,19,25,26,39
81,2002/4/25,1,11,15,23,26,27
80,2002/4/18,1,4,12,16,19,34
79,2002/4/11,20,22,27,32,36,43
78,2002/4/4,5,14,23,32,33,43
77,2002/3/28,5,10,15,28,37,38
76,2002/3/21,1,10,12,16,20,35
75,2002/3/14,2,4,9,19,23,31
74,2002/3/7,3,14,27,28,40,43
73,2002/2/28,1,6,15,19,27,36
72,2002/2/21,10,12,24,29,33,37
71,2002/2/14,1,10,11,13,19,20
70,2002/2/7,6,11,20,23,24,31
69,2002/1/31,1,9,31,35,40,41
68,2002/1/24,16,23,30,35,37,39
67,2002/1/17,1,4,6,11,18,25
66,2002/1/10,7,15,17,30,33,35
65,2001/12/27,2,10,22,23,31,43
64,2001/12/20,2,14,19,22,32,41
63,2001/12/13,11,16,20,28,34,40
62,2001/12/6,2,3,9,12,15,30
61,2001/11/29,4,8,22,25,27,28
60,2001/11/22,20,21,23,28,30,42
59,2001/11/15,9,15,17,30,32,41
58,2001/11/8,4,8,9,13,16,25
57,2001/11/1,2,14,22,27,35,42
56,2001/10/25,10,13,25,31,32,42
55,2001/10/18,11,12,13,14,37,39
54,2001/10/11,14,25,26,31,37,42
53,2001/10/4,2,15,23,37,40,43
52,2001/9/27,1,16,24,25,36,42
51,2001/9/20,7,15,24,37,38,41
50,2001/9/13,5,13,15,25,27,39
49,2001/9/6,2,13,21,31,32,41
48,2001/8/30,2,5,28,30,33,40
47,2001/8/23,3,11,14,25,27,31
46,2001/8/16,11,14,21,24,25,42
45,2001/8/9,7,9,28,32,36,38
44,2001/8/2,3,16,24,31,34,42
43,2001/7/26,1,2,3,15,24,26
42,2001/7/19,4,15,21,24,33,37
41,2001/7/12,18,21,27,33,36,38
40,2001/7/5,5,17,25,34,38,39
39,2001/6/28,10,18,22,25,39,42
38,2001/6/21,2,9,26,27,34,43
37,2001/6/14,3,5,9,17,21,41
36,2001/6/7,1,16,20,23,30,40
35,2001/5/31,3,5,13,30,32,41
34,2001/5/24,2,20,25,30,37,40
33,2001/5/17,8,17,22,25,29,41
32,2001/5/10,3,6,7,23,29,41
31,2001/5/3,7,18,22,25,28,43
30,2001/4/26,4,16,17,19,26,37
29,2001/4/19,8,12,20,35,37,40
28,2001/4/12,6,11,15,20,31,41
27,2001/4/5,4,8,20,30,33,38
26,2001/3/29,3,4,11,12,13,43
25,2001/3/22,11,32,34,37,40,43
24,2001/3/15,15,18,19,30,36,38
23,2001/3/8,7,10,28,32,33,40
22,2001/3/1,8,12,16,19,20,35
21,2001/2/22,5,7,13,19,38,41
20,2001/2/15,7,29,33,35,37,39
19,2001/2/8,4,8,12,30,33,43
18,2001/2/1,6,16,18,27,36,41
17,2001/1/25,14,20,25,34,35,36
16,2001/1/18,5,12,13,29,34,35
15,2001/1/11,4,6,11,20,21,28
14,2001/1/4,2,8,11,35,37,38
13,2000/12/28,13,29,31,37,41,42
12,2000/12/21,14,17,27,28,35,39
11,2000/12/14,12,26,32,37,40,42
10,2000/12/7,1,3,19,21,35,39
9,2000/11/30,11,19,23,38,39,42
8,2000/11/23,11,16,18,20,42,43
7,2000/11/16,7,19,21,23,33,35
6,2000/11/9,6,12,23,25,28,38
5,2000/11/2,9,15,21,23,27,28
4,2000/10/26,16,18,26,27,34,40
3,2000/10/19,1,5,15,31,36,38
2,2000/10/12,1,9,16,20,21,43
1,2000/10/5,2,8,10,13,27,30
