開催＃,抽選日,＃
2720,2009-11-04,3532
2719,2009-11-03,4076
2718,2009-11-02,4865
2717,2009-10-30,2104
2716,2009-10-29,7302
2715,2009-10-28,7752
2714,2009-10-27,621
2713,2009-10-26,9157
2712,2009-10-23,1832
2711,2009-10-22,1408
2710,2009-10-21,830
2709,2009-10-20,4189
2708,2009-10-19,3355
2707,2009-10-16,621
2706,2009-10-15,8361
2705,2009-10-14,9080
2704,2009-10-13,738
2703,2009-10-12,9002
2702,2009-10-09,6182
2701,2009-10-08,1640
2700,2009-10-07,6643
2699,2009-10-06,6425
2698,2009-10-05,4422
2697,2009-10-02,4908
2696,2009-10-01,3941
2695,2009-09-30,2786
2694,2009-09-29,3768
2693,2009-09-28,4652
2692,2009-09-25,3932
2691,2009-09-24,6953
2690,2009-09-23,1329
2689,2009-09-22,245
2688,2009-09-21,8943
2687,2009-09-18,4341
2686,2009-09-17,861
2685,2009-09-16,9998
2684,2009-09-15,6784
2683,2009-09-14,2552
2682,2009-09-11,9808
2681,2009-09-10,3599
2680,2009-09-09,4746
2679,2009-09-08,2099
2678,2009-09-07,979
2677,2009-09-04,6203
2676,2009-09-03,2781
2675,2009-09-02,5580
2674,2009-09-01,6522
2673,2009-08-31,9892
2672,2009-08-28,5564
2671,2009-08-27,8367
2670,2009-08-26,2693
2669,2009-08-25,8912
2668,2009-08-24,8729
2667,2009-08-21,7940
2666,2009-08-20,328
2665,2009-08-19,8417
2664,2009-08-18,5602
2663,2009-08-17,5513
2662,2009-08-14,7420
2661,2009-08-13,9636
2660,2009-08-12,8651
2659,2009-08-11,7047
2658,2009-08-10,2847
2657,2009-08-07,2337
2656,2009-08-06,4532
2655,2009-08-05,389
2654,2009-08-04,3122
2653,2009-08-03,2303
2652,2009-07-31,3159
2651,2009-07-30,2375
2650,2009-07-29,581
2649,2009-07-28,2989
2648,2009-07-27,9256
2647,2009-07-24,8834
2646,2009-07-23,5106
2645,2009-07-22,1267
2644,2009-07-21,4494
2643,2009-07-20,9386
2642,2009-07-17,6094
2641,2009-07-16,6970
2640,2009-07-15,644
2639,2009-07-14,7609
2638,2009-07-13,564
2637,2009-07-10,448
2636,2009-07-09,8885
2635,2009-07-08,8328
2634,2009-07-07,5441
2633,2009-07-06,325
2632,2009-07-03,4681
2631,2009-07-02,6615
2630,2009-07-01,7596
2629,2009-06-30,5376
2628,2009-06-29,2509
2627,2009-06-26,937
2626,2009-06-25,7775
2625,2009-06-24,1999
2624,2009-06-23,1961
2623,2009-06-22,622
2622,2009-06-19,1370
2621,2009-06-18,2936
2620,2009-06-17,6785
2619,2009-06-16,8910
2618,2009-06-15,5170
2617,2009-06-12,4450
2616,2009-06-11,3697
2615,2009-06-10,9329
2614,2009-06-09,4669
2613,2009-06-08,8503
2612,2009-06-05,8013
2611,2009-06-04,3854
2610,2009-06-03,3153
2609,2009-06-02,6765
2608,2009-06-01,5082
2607,2009-05-29,7466
2606,2009-05-28,1388
2605,2009-05-27,1847
2604,2009-05-26,6619
2603,2009-05-25,1865
2602,2009-05-22,3595
2601,2009-05-21,8294
2600,2009-05-20,6381
2599,2009-05-19,4303
2598,2009-05-18,8696
2597,2009-05-15,7790
2596,2009-05-14,5066
2595,2009-05-13,9116
2594,2009-05-12,7056
2593,2009-05-11,2998
2592,2009-05-08,5456
2591,2009-05-07,5042
2590,2009-05-06,6795
2589,2009-05-05,8287
2588,2009-05-04,3064
2587,2009-05-01,5183
2586,2009-04-30,4806
2585,2009-04-29,6189
2584,2009-04-28,3922
2583,2009-04-27,5947
2582,2009-04-24,9387
2581,2009-04-23,9241
2580,2009-04-22,3835
2579,2009-04-21,2122
2578,2009-04-20,1530
2577,2009-04-17,9325
2576,2009-04-16,9797
2575,2009-04-15,4878
2574,2009-04-14,9253
2573,2009-04-13,2876
2572,2009-04-10,8190
2571,2009-04-09,6667
2570,2009-04-08,9607
2569,2009-04-07,9433
2568,2009-04-06,8957
2567,2009-04-03,9008
2566,2009-04-02,818
2565,2009-04-01,4307
2564,2009-03-31,4997
2563,2009-03-30,2849
2562,2009-03-27,3669
2561,2009-03-26,3709
2560,2009-03-25,4776
2559,2009-03-24,6941
2558,2009-03-23,8887
2557,2009-03-20,8451
2556,2009-03-19,3561
2555,2009-03-18,5429
2554,2009-03-17,2515
2553,2009-03-16,4101
2552,2009-03-13,758
2551,2009-03-12,9910
2550,2009-03-11,6685
2549,2009-03-10,3865
2548,2009-03-09,4947
2547,2009-03-06,6459
2546,2009-03-05,8962
2545,2009-03-04,7020
2544,2009-03-03,9065
2543,2009-03-02,9085
2542,2009-02-27,2280
2541,2009-02-26,5689
2540,2009-02-25,5279
2539,2009-02-24,2920
2538,2009-02-23,6557
2537,2009-02-20,8523
2536,2009-02-19,4877
2535,2009-02-18,6361
2534,2009-02-17,605
2533,2009-02-16,4663
2532,2009-02-13,3752
2531,2009-02-12,806
2530,2009-02-11,7913
2529,2009-02-10,8322
2528,2009-02-09,472
2527,2009-02-06,6808
2526,2009-02-05,6356
2525,2009-02-04,8671
2524,2009-02-03,4705
2523,2009-02-02,7159
2522,2009-01-30,3164
2521,2009-01-29,1931
2520,2009-01-28,3722
2519,2009-01-27,1489
2518,2009-01-26,377
2517,2009-01-23,2326
2516,2009-01-22,2590
2515,2009-01-21,9500
2514,2009-01-20,1783
2513,2009-01-19,9534
2512,2009-01-16,669
2511,2009-01-15,596
2510,2009-01-14,7669
2509,2009-01-13,4460
2508,2009-01-12,3839
2507,2009-01-09,6545
2506,2009-01-08,7823
2505,2009-01-07,516
2504,2009-01-06,9538
2503,2009-01-05,3248
2502,2008-12-30,8544
2501,2008-12-29,7349
2500,2008-12-26,659
2499,2008-12-25,2405
2498,2008-12-24,8114
2497,2008-12-23,7392
2496,2008-12-22,3519
2495,2008-12-19,1487
2494,2008-12-18,3623
2493,2008-12-17,16
2492,2008-12-16,2928
2491,2008-12-15,1346
2490,2008-12-12,1356
2489,2008-12-11,5770
2488,2008-12-10,4161
2487,2008-12-09,756
2486,2008-12-08,5889
2485,2008-12-05,2985
2484,2008-12-04,7740
2483,2008-12-03,6142
2482,2008-12-02,3860
2481,2008-12-01,3893
2480,2008-11-28,1059
2479,2008-11-27,1200
2478,2008-11-26,4631
2477,2008-11-25,3966
2476,2008-11-24,5827
2475,2008-11-21,9624
2474,2008-11-20,4813
2473,2008-11-19,5987
2472,2008-11-18,9804
2471,2008-11-17,1271
2470,2008-11-14,1716
2469,2008-11-13,3479
2468,2008-11-12,9838
2467,2008-11-11,3506
2466,2008-11-10,6543
2465,2008-11-07,9921
2464,2008-11-06,6811
2463,2008-11-05,9053
2462,2008-11-04,9566
2461,2008-11-03,7347
2460,2008-10-31,4107
2459,2008-10-30,4896
2458,2008-10-29,7953
2457,2008-10-28,967
2456,2008-10-27,9212
2455,2008-10-24,1183
2454,2008-10-23,313
2453,2008-10-22,4672
2452,2008-10-21,5828
2451,2008-10-20,3407
2450,2008-10-17,883
2449,2008-10-16,8539
2448,2008-10-15,4748
2447,2008-10-14,7339
2446,2008-10-13,1980
2445,2008-10-10,6330
2444,2008-10-09,8803
2443,2008-10-08,7829
2442,2008-10-07,1481
2441,2008-10-06,8782
2440,2008-10-03,8486
2439,2008-10-02,4338
2438,2008-10-01,520
2437,2008-09-30,6848
2436,2008-09-29,1408
2435,2008-09-26,8947
2434,2008-09-25,7929
2433,2008-09-24,5802
2432,2008-09-23,2031
2431,2008-09-22,9230
2430,2008-09-19,8512
2429,2008-09-18,6122
2428,2008-09-17,3930
2427,2008-09-16,8679
2426,2008-09-15,2968
2425,2008-09-12,8696
2424,2008-09-11,4803
2423,2008-09-10,5128
2422,2008-09-09,2716
2421,2008-09-08,5173
2420,2008-09-05,9379
2419,2008-09-04,9659
2418,2008-09-03,8997
2417,2008-09-02,3672
2416,2008-09-01,3447
2415,2008-08-29,3013
2414,2008-08-28,3663
2413,2008-08-27,9507
2412,2008-08-26,7235
2411,2008-08-25,6281
2410,2008-08-22,6610
2409,2008-08-21,6622
2408,2008-08-20,6877
2407,2008-08-19,3733
2406,2008-08-18,6897
2405,2008-08-15,3461
2404,2008-08-14,5494
2403,2008-08-13,6829
2402,2008-08-12,650
2401,2008-08-11,7410
2400,2008-08-08,4137
2399,2008-08-07,4811
2398,2008-08-06,5210
2397,2008-08-05,3241
2396,2008-08-04,4786
2395,2008-08-01,2146
2394,2008-07-31,794
2393,2008-07-30,2676
2392,2008-07-29,9354
2391,2008-07-28,705
2390,2008-07-25,6136
2389,2008-07-24,8798
2388,2008-07-23,9822
2387,2008-07-22,5290
2386,2008-07-21,5968
2385,2008-07-18,2311
2384,2008-07-17,6042
2383,2008-07-16,4919
2382,2008-07-15,4689
2381,2008-07-14,8051
2380,2008-07-11,3189
2379,2008-07-10,883
2378,2008-07-09,8066
2377,2008-07-08,7573
2376,2008-07-07,5070
2375,2008-07-04,5748
2374,2008-07-03,233
2373,2008-07-02,1507
2372,2008-07-01,7575
2371,2008-06-30,4913
2370,2008-06-27,5527
2369,2008-06-26,4553
2368,2008-06-25,7856
2367,2008-06-24,4696
2366,2008-06-23,7408
2365,2008-06-20,9492
2364,2008-06-19,6759
2363,2008-06-18,4429
2362,2008-06-17,2159
2361,2008-06-16,2620
2360,2008-06-13,799
2359,2008-06-12,6404
2358,2008-06-11,1997
2357,2008-06-10,6702
2356,2008-06-09,8117
2355,2008-06-06,8585
2354,2008-06-05,8885
2353,2008-06-04,2332
2352,2008-06-03,6579
2351,2008-06-02,7044
2350,2008-05-30,6180
2349,2008-05-29,5471
2348,2008-05-28,6424
2347,2008-05-27,8904
2346,2008-05-26,9665
2345,2008-05-23,3466
2344,2008-05-22,8423
2343,2008-05-21,4441
2342,2008-05-20,2947
2341,2008-05-19,4487
2340,2008-05-16,5291
2339,2008-05-15,7723
2338,2008-05-14,5651
2337,2008-05-13,3255
2336,2008-05-12,5003
2335,2008-05-09,2348
2334,2008-05-08,230
2333,2008-05-07,4749
2332,2008-05-06,1759
2331,2008-05-05,4684
2330,2008-05-02,5818
2329,2008-05-01,7524
2328,2008-04-30,5249
2327,2008-04-29,5048
2326,2008-04-28,8137
2325,2008-04-25,9434
2324,2008-04-24,1106
2323,2008-04-23,2635
2322,2008-04-22,6870
2321,2008-04-21,6648
2320,2008-04-18,8341
2319,2008-04-17,8423
2318,2008-04-16,5846
2317,2008-04-15,169
2316,2008-04-14,2677
2315,2008-04-11,9077
2314,2008-04-10,9647
2313,2008-04-09,9594
2312,2008-04-08,6316
2311,2008-04-07,1577
2310,2008-04-04,4121
2309,2008-04-03,6359
2308,2008-04-02,3868
2307,2008-04-01,5480
2306,2008-03-31,4330
2305,2008-03-28,7048
2304,2008-03-27,726
2303,2008-03-26,7898
2302,2008-03-25,9453
2301,2008-03-24,8297
2300,2008-03-21,6944
2299,2008-03-20,2643
2298,2008-03-19,2620
2297,2008-03-18,6149
2296,2008-03-17,9418
2295,2008-03-14,9684
2294,2008-03-13,8020
2293,2008-03-12,8622
2292,2008-03-11,784
2291,2008-03-10,8004
2290,2008-03-07,6861
2289,2008-03-06,1653
2288,2008-03-05,1126
2287,2008-03-04,613
2286,2008-03-03,3834
2285,2008-02-29,624
2284,2008-02-28,7648
2283,2008-02-27,6130
2282,2008-02-26,1367
2281,2008-02-25,7946
2280,2008-02-22,3618
2279,2008-02-21,9188
2278,2008-02-20,2254
2277,2008-02-19,173
2276,2008-02-18,8289
2275,2008-02-15,5087
2274,2008-02-14,4796
2273,2008-02-13,7694
2272,2008-02-12,2341
2271,2008-02-11,3884
2270,2008-02-08,7385
2269,2008-02-07,9924
2268,2008-02-06,157
2267,2008-02-05,3316
2266,2008-02-04,2557
2265,2008-02-01,2824
2264,2008-01-31,5872
2263,2008-01-30,9193
2262,2008-01-29,4160
2261,2008-01-28,6273
2260,2008-01-25,4818
2259,2008-01-24,1691
2258,2008-01-23,783
2257,2008-01-22,7052
2256,2008-01-21,7676
2255,2008-01-18,4439
2254,2008-01-17,1912
2253,2008-01-16,6190
2252,2008-01-15,972
2251,2008-01-14,8922
2250,2008-01-11,284
2249,2008-01-10,6910
2248,2008-01-09,9809
2247,2008-01-08,591
2246,2008-01-07,2178
2245,2008-01-04,5987
2244,2007-12-28,3283
2243,2007-12-27,1984
2242,2007-12-26,8293
2241,2007-12-25,3465
2240,2007-12-24,1778
2239,2007-12-21,9253
2238,2007-12-20,2383
2237,2007-12-19,5787
2236,2007-12-18,8568
2235,2007-12-17,7384
2234,2007-12-14,5519
2233,2007-12-13,1145
2232,2007-12-12,734
2231,2007-12-11,3182
2230,2007-12-10,9159
2229,2007-12-08,7119
2228,2007-12-07,4047
2227,2007-12-06,3764
2226,2007-12-05,9244
2225,2007-12-04,2667
2224,2007-11-30,9485
2223,2007-11-29,9001
2222,2007-11-28,6712
2221,2007-11-27,8762
2220,2007-11-26,6653
2219,2007-11-23,7598
2218,2007-11-22,1542
2217,2007-11-21,1209
2216,2007-11-20,9862
2215,2007-11-19,2172
2214,2007-11-16,4035
2213,2007-11-15,5932
2212,2007-11-14,7919
2211,2007-11-13,7143
2210,2007-11-12,5726
2209,2007-11-09,3150
2208,2007-11-08,4181
2207,2007-11-07,502
2206,2007-11-06,9947
2205,2007-11-05,4644
2204,2007-11-02,9440
2203,2007-11-01,6590
2202,2007-10-31,2135
2201,2007-10-30,3379
2200,2007-10-29,1324
2199,2007-10-26,7482
2198,2007-10-25,1075
2197,2007-10-24,3330
2196,2007-10-23,3083
2195,2007-10-22,5446
2194,2007-10-19,5549
2193,2007-10-18,4005
2192,2007-10-17,1477
2191,2007-10-16,2278
2190,2007-10-15,5551
2189,2007-10-12,5667
2188,2007-10-11,9865
2187,2007-10-10,7329
2186,2007-10-07,4633
2185,2007-10-06,5960
2184,2007-10-05,4218
2183,2007-10-04,4164
2182,2007-10-03,2294
2181,2007-10-02,3409
2180,2007-10-01,9648
2179,2007-09-28,2293
2178,2007-09-27,3376
2177,2007-09-26,8128
2176,2007-09-25,8852
2175,2007-09-24,3882
2174,2007-09-21,368
2173,2007-09-20,1237
2172,2007-09-19,1269
2171,2007-09-18,1720
2170,2007-09-17,5188
2169,2007-09-14,2577
2168,2007-09-13,6865
2167,2007-09-12,9991
2166,2007-09-11,8519
2165,2007-09-10,8137
2164,2007-09-08,6978
2163,2007-09-07,863
2162,2007-09-06,8338
2161,2007-09-05,3102
2160,2007-09-04,4977
2159,2007-08-31,1987
2158,2007-08-30,1060
2157,2007-08-29,788
2156,2007-08-28,8578
2155,2007-08-27,7152
2154,2007-08-24,9664
2153,2007-08-23,8000
2152,2007-08-22,9355
2151,2007-08-21,8871
2150,2007-08-20,6457
2149,2007-08-17,5347
2148,2007-08-16,1140
2147,2007-08-15,979
2146,2007-08-14,7777
2145,2007-08-13,824
2144,2007-08-10,2886
2143,2007-08-09,7433
2142,2007-08-08,5598
2141,2007-08-07,9718
2140,2007-08-06,2267
2139,2007-08-03,6368
2138,2007-08-02,6082
2137,2007-08-01,9585
2136,2007-07-31,9471
2135,2007-07-30,6469
2134,2007-07-27,7478
2133,2007-07-26,5625
2132,2007-07-25,6731
2131,2007-07-24,6097
2130,2007-07-23,868
2129,2007-07-20,3198
2128,2007-07-19,4908
2127,2007-07-18,4051
2126,2007-07-17,5599
2125,2007-07-16,7579
2124,2007-07-13,5661
2123,2007-07-12,4661
2122,2007-07-11,3104
2121,2007-07-10,8491
2120,2007-07-09,965
2119,2007-07-06,9969
2118,2007-07-05,8254
2117,2007-07-04,5883
2116,2007-07-03,9842
2115,2007-07-02,454
2114,2007-06-29,3706
2113,2007-06-28,5088
2112,2007-06-27,1519
2111,2007-06-26,173
2110,2007-06-25,8594
2109,2007-06-22,3488
2108,2007-06-21,8936
2107,2007-06-20,2502
2106,2007-06-19,9595
2105,2007-06-18,5059
2104,2007-06-15,8751
2103,2007-06-14,3097
2102,2007-06-13,9060
2101,2007-06-12,2909
2100,2007-06-11,6509
2099,2007-06-08,9909
2098,2007-06-07,5019
2097,2007-06-06,7955
2096,2007-06-05,521
2095,2007-06-04,1917
2094,2007-06-01,592
2093,2007-05-31,2184
2092,2007-05-30,6480
2091,2007-05-29,1485
2090,2007-05-28,4612
2089,2007-05-25,2696
2088,2007-05-24,531
2087,2007-05-23,1770
2086,2007-05-22,6407
2085,2007-05-21,2209
2084,2007-05-18,2273
2083,2007-05-17,4620
2082,2007-05-16,3107
2081,2007-05-15,2821
2080,2007-05-14,6818
2079,2007-05-11,1605
2078,2007-05-10,9502
2077,2007-05-09,4137
2076,2007-05-08,4550
2075,2007-05-07,6922
2074,2007-05-04,6207
2073,2007-05-03,4081
2072,2007-05-02,1404
2071,2007-05-01,6839
2070,2007-04-30,6995
2069,2007-04-27,4414
2068,2007-04-26,6749
2067,2007-04-25,6356
2066,2007-04-24,8277
2065,2007-04-23,3884
2064,2007-04-20,3479
2063,2007-04-19,7269
2062,2007-04-18,7532
2061,2007-04-17,6030
2060,2007-04-16,416
2059,2007-04-13,7238
2058,2007-04-12,5404
2057,2007-04-11,6857
2056,2007-04-10,3357
2055,2007-04-09,669
2054,2007-04-06,2361
2053,2007-04-05,9662
2052,2007-04-04,1929
2051,2007-04-03,6115
2050,2007-04-02,4619
2049,2007-03-30,4007
2048,2007-03-29,4022
2047,2007-03-28,3877
2046,2007-03-27,4874
2045,2007-03-26,8069
2044,2007-03-23,4432
2043,2007-03-22,3840
2042,2007-03-21,5973
2041,2007-03-20,9316
2040,2007-03-19,3876
2039,2007-03-16,4738
2038,2007-03-15,4861
2037,2007-03-14,6738
2036,2007-03-13,2356
2035,2007-03-12,2675
2034,2007-03-09,581
2033,2007-03-08,3036
2032,2007-03-07,4478
2031,2007-03-06,625
2030,2007-03-05,1501
2029,2007-03-02,5486
2028,2007-03-01,497
2027,2007-02-28,666
2026,2007-02-27,2706
2025,2007-02-26,7546
2024,2007-02-23,2410
2023,2007-02-22,3109
2022,2007-02-21,6929
2021,2007-02-20,1299
2020,2007-02-19,6518
2019,2007-02-16,969
2018,2007-02-15,8253
2017,2007-02-14,2933
2016,2007-02-13,4071
2015,2007-02-12,2871
2014,2007-02-09,7848
2013,2007-02-08,9176
2012,2007-02-07,7084
2011,2007-02-06,6616
2010,2007-02-05,1215
2009,2007-02-02,5022
2008,2007-02-01,8999
2007,2007-01-31,8799
2006,2007-01-30,5440
2005,2007-01-29,4052
2004,2007-01-26,146
2003,2007-01-25,2892
2002,2007-01-24,2703
2001,2007-01-23,7982
2000,2007-01-22,6045
1999,2007-01-19,1294
1998,2007-01-18,446
1997,2007-01-17,4286
1996,2007-01-16,8592
1995,2007-01-15,6426
1994,2007-01-12,139
1993,2007-01-11,1344
1992,2007-01-10,8385
1991,2007-01-09,4634
1990,2007-01-08,7311
1989,2007-01-05,133
1988,2007-01-04,9664
1987,2006-12-29,7358
1986,2006-12-28,1784
1985,2006-12-27,5823
1984,2006-12-26,4193
1983,2006-12-25,4381
1982,2006-12-22,5375
1981,2006-12-21,2972
1980,2006-12-20,5148
1979,2006-12-19,4717
1978,2006-12-18,5943
1977,2006-12-15,3396
1976,2006-12-14,8514
1975,2006-12-13,576
1974,2006-12-12,4857
1973,2006-12-11,9338
1972,2006-12-08,956
1971,2006-12-07,7838
1970,2006-12-06,1957
1969,2006-12-05,6765
1968,2006-12-04,9909
1967,2006-12-01,6788
1966,2006-11-30,3804
1965,2006-11-29,9357
1964,2006-11-28,7994
1963,2006-11-27,9985
1962,2006-11-24,1201
1961,2006-11-23,1646
1960,2006-11-22,843
1959,2006-11-21,618
1958,2006-11-20,6285
1957,2006-11-17,1583
1956,2006-11-16,9349
1955,2006-11-15,8555
1954,2006-11-14,1422
1953,2006-11-13,7181
1952,2006-11-10,9664
1951,2006-11-09,7783
1950,2006-11-08,5517
1949,2006-11-07,6120
1948,2006-11-06,686
1947,2006-11-03,9661
1946,2006-11-02,8283
1945,2006-11-01,991
1944,2006-10-31,4239
1943,2006-10-30,2812
1942,2006-10-27,5932
1941,2006-10-26,9896
1940,2006-10-25,9959
1939,2006-10-24,6359
1938,2006-10-23,3282
1937,2006-10-20,7749
1936,2006-10-19,2713
1935,2006-10-18,4667
1934,2006-10-17,3620
1933,2006-10-16,994
1932,2006-10-13,2939
1931,2006-10-12,5511
1930,2006-10-11,3375
1929,2006-10-10,4156
1928,2006-10-09,4335
1927,2006-10-06,1860
1926,2006-10-05,8490
1925,2006-10-04,295
1924,2006-10-03,4186
1923,2006-10-02,6015
1922,2006-09-29,2560
1921,2006-09-28,462
1920,2006-09-27,9586
1919,2006-09-26,3850
1918,2006-09-25,7674
1917,2006-09-22,7937
1916,2006-09-21,6120
1915,2006-09-20,6930
1914,2006-09-19,6004
1913,2006-09-18,2311
1912,2006-09-15,7660
1911,2006-09-14,9222
1910,2006-09-13,1128
1909,2006-09-12,3708
1908,2006-09-11,6796
1907,2006-09-08,6840
1906,2006-09-07,3430
1905,2006-09-06,5430
1904,2006-09-05,385
1903,2006-09-04,9587
1902,2006-09-01,6275
1901,2006-08-31,774
1900,2006-08-30,275
1899,2006-08-29,2595
1898,2006-08-28,4546
1897,2006-08-25,695
1896,2006-08-24,5141
1895,2006-08-23,6354
1894,2006-08-22,4868
1893,2006-08-21,4737
1892,2006-08-18,5151
1891,2006-08-17,5121
1890,2006-08-16,5998
1889,2006-08-15,6702
1888,2006-08-14,7717
1887,2006-08-11,9714
1886,2006-08-10,1700
1885,2006-08-09,2883
1884,2006-08-08,8911
1883,2006-08-07,2091
1882,2006-08-04,4159
1881,2006-08-03,4533
1880,2006-08-02,3562
1879,2006-08-01,4993
1878,2006-07-31,3960
1877,2006-07-28,3807
1876,2006-07-27,4635
1875,2006-07-26,4658
1874,2006-07-25,4717
1873,2006-07-24,4074
1872,2006-07-21,9217
1871,2006-07-20,1556
1870,2006-07-19,7655
1869,2006-07-18,7004
1868,2006-07-17,2319
1867,2006-07-14,9616
1866,2006-07-13,4813
1865,2006-07-12,1800
1864,2006-07-11,9668
1863,2006-07-10,1244
1862,2006-07-07,7479
1861,2006-07-06,8000
1860,2006-07-05,6534
1859,2006-07-04,1053
1858,2006-07-03,2734
1857,2006-06-30,2331
1856,2006-06-29,6782
1855,2006-06-28,6051
1854,2006-06-27,3895
1853,2006-06-26,3444
1852,2006-06-23,772
1851,2006-06-22,3654
1850,2006-06-21,5671
1849,2006-06-20,4991
1848,2006-06-19,8717
1847,2006-06-16,8912
1846,2006-06-15,2655
1845,2006-06-14,8567
1844,2006-06-13,9601
1843,2006-06-12,4505
1842,2006-06-09,8451
1841,2006-06-08,8557
1840,2006-06-07,8705
1839,2006-06-06,1775
1838,2006-06-05,1508
1837,2006-06-02,2685
1836,2006-06-01,8420
1835,2006-05-31,3388
1834,2006-05-30,7466
1833,2006-05-29,3650
1832,2006-05-26,211
1831,2006-05-25,8465
1830,2006-05-24,4626
1829,2006-05-23,9050
1828,2006-05-22,8837
1827,2006-05-19,5072
1826,2006-05-18,1231
1825,2006-05-17,4634
1824,2006-05-16,2310
1823,2006-05-15,7881
1822,2006-05-12,3401
1821,2006-05-11,8024
1820,2006-05-10,5727
1819,2006-05-09,3891
1818,2006-05-08,915
1817,2006-05-05,7102
1816,2006-05-04,7321
1815,2006-05-03,7068
1814,2006-05-02,8862
1813,2006-05-01,5205
1812,2006-04-28,9894
1811,2006-04-27,3388
1810,2006-04-26,7358
1809,2006-04-25,5519
1808,2006-04-24,2607
1807,2006-04-21,5187
1806,2006-04-20,1896
1805,2006-04-19,8680
1804,2006-04-18,4393
1803,2006-04-17,8147
1802,2006-04-14,3000
1801,2006-04-13,6922
1800,2006-04-12,8192
1799,2006-04-11,1655
1798,2006-04-10,3440
1797,2006-04-07,8570
1796,2006-04-06,6029
1795,2006-04-05,7348
1794,2006-04-04,7476
1793,2006-04-03,7193
1792,2006-03-31,3337
1791,2006-03-30,2379
1790,2006-03-29,4821
1789,2006-03-28,6476
1788,2006-03-27,6095
1787,2006-03-24,3103
1786,2006-03-23,3953
1785,2006-03-22,9599
1784,2006-03-21,4101
1783,2006-03-20,364
1782,2006-03-17,7877
1781,2006-03-16,7975
1780,2006-03-15,7111
1779,2006-03-14,4863
1778,2006-03-13,9424
1777,2006-03-10,7246
1776,2006-03-09,2682
1775,2006-03-08,5139
1774,2006-03-07,3537
1773,2006-03-06,3016
1772,2006-03-03,599
1771,2006-03-02,2707
1770,2006-03-01,7550
1769,2006-02-28,5983
1768,2006-02-27,2384
1767,2006-02-24,5209
1766,2006-02-23,8824
1765,2006-02-22,2947
1764,2006-02-21,3899
1763,2006-02-20,6108
1762,2006-02-17,9216
1761,2006-02-16,978
1760,2006-02-15,191
1759,2006-02-14,2085
1758,2006-02-13,8385
1757,2006-02-10,1596
1756,2006-02-09,7125
1755,2006-02-08,284
1754,2006-02-07,8723
1753,2006-02-06,2641
1752,2006-02-03,5424
1751,2006-02-02,2480
1750,2006-02-01,2799
1749,2006-01-31,2318
1748,2006-01-30,7175
1747,2006-01-27,5581
1746,2006-01-26,8229
1745,2006-01-25,9100
1744,2006-01-24,2821
1743,2006-01-23,7369
1742,2006-01-20,9869
1741,2006-01-19,6010
1740,2006-01-18,8741
1739,2006-01-17,4210
1738,2006-01-16,6128
1737,2006-01-13,1284
1736,2006-01-12,9022
1735,2006-01-11,4330
1734,2006-01-10,8758
1733,2006-01-09,9047
1732,2006-01-06,9956
1731,2006-01-05,8860
1730,2006-01-04,7013
1729,2005-12-30,8783
1728,2005-12-29,103
1727,2005-12-28,6056
1726,2005-12-27,1073
1725,2005-12-26,8117
1724,2005-12-23,6295
1723,2005-12-22,647
1722,2005-12-21,9193
1721,2005-12-20,4050
1720,2005-12-19,1555
1719,2005-12-16,2315
1718,2005-12-15,4483
1717,2005-12-14,3087
1716,2005-12-13,4769
1715,2005-12-12,8052
1714,2005-12-09,6007
1713,2005-12-08,2997
1712,2005-12-07,7161
1711,2005-12-06,9419
1710,2005-12-05,5296
1709,2005-12-02,6880
1708,2005-12-01,1837
1707,2005-11-30,588
1706,2005-11-29,9961
1705,2005-11-28,9906
1704,2005-11-25,6520
1703,2005-11-24,4344
1702,2005-11-23,4327
1701,2005-11-22,3121
1700,2005-11-21,2098
1699,2005-11-18,9708
1698,2005-11-17,978
1697,2005-11-16,6094
1696,2005-11-15,3676
1695,2005-11-14,5343
1694,2005-11-11,8812
1693,2005-11-10,7164
1692,2005-11-09,2190
1691,2005-11-08,635
1690,2005-11-07,2491
1689,2005-11-04,5788
1688,2005-11-03,7876
1687,2005-11-02,1896
1686,2005-11-01,5406
1685,2005-10-31,6903
1684,2005-10-28,6992
1683,2005-10-27,3911
1682,2005-10-26,3796
1681,2005-10-25,479
1680,2005-10-24,9128
1679,2005-10-21,4044
1678,2005-10-20,1717
1677,2005-10-19,1910
1676,2005-10-18,6084
1675,2005-10-17,6180
1674,2005-10-14,3296
1673,2005-10-13,6294
1672,2005-10-12,6268
1671,2005-10-11,7074
1670,2005-10-10,2318
1669,2005-10-07,9579
1668,2005-10-06,3458
1667,2005-10-05,3687
1666,2005-10-04,9450
1665,2005-10-03,7300
1664,2005-09-30,4149
1663,2005-09-29,5435
1662,2005-09-28,4122
1661,2005-09-27,4631
1660,2005-09-26,4785
1659,2005-09-23,2676
1658,2005-09-22,6864
1657,2005-09-21,1558
1656,2005-09-20,398
1655,2005-09-19,9061
1654,2005-09-16,5451
1653,2005-09-15,7339
1652,2005-09-14,5582
1651,2005-09-13,6831
1650,2005-09-12,154
1649,2005-09-09,9858
1648,2005-09-08,2417
1647,2005-09-07,6852
1646,2005-09-06,3020
1645,2005-09-05,3223
1644,2005-09-02,6077
1643,2005-09-01,996
1642,2005-08-31,2719
1641,2005-08-30,4012
1640,2005-08-29,5004
1639,2005-08-26,7473
1638,2005-08-25,966
1637,2005-08-24,6798
